Ticker,Date,Close
FBHS,2021-02-25,83.4800033569336
FCX,2021-02-25,35.68000030517578
FDX,2021-02-25,254.22000122070312
FE,2021-02-25,33.5099983215332
FFIV,2021-02-25,190.0399932861328
FIS,2021-02-25,138.80999755859375
FISV,2021-02-25,116.29000091552734
FITB,2021-02-25,35.29999923706055
FLIR,2021-02-25,53.619998931884766
FLS,2021-02-25,37.68000030517578
FLT,2021-02-25,283.0899963378906
FMC,2021-02-25,101.9000015258789
FOX,2021-02-25,31.75
FOXA,2021-02-25,33.040000915527344
FRC,2021-02-25,172.89999389648438
FRT,2021-02-25,103.0
FTNT,2021-02-25,168.0
FTV,2021-02-25,66.30999755859375
GD,2021-02-25,166.1999969482422
GE,2021-02-25,12.760000228881836
GILD,2021-02-25,62.790000915527344
GIS,2021-02-25,55.84000015258789
GL,2021-02-25,96.2300033569336
GLW,2021-02-25,37.689998626708984
GM,2021-02-25,50.599998474121094
GOOG,2021-02-25,2031.3599853515625
GOOGL,2021-02-25,2015.949951171875
GPC,2021-02-25,105.38999938964844
GPN,2021-02-25,199.38999938964844
GPS,2021-02-25,25.229999542236328
GRMN,2021-02-25,124.33999633789062
GS,2021-02-25,327.760009765625
HAL,2021-02-25,22.030000686645508
HAS,2021-02-25,91.83999633789062
HBAN,2021-02-25,15.699999809265137
HBI,2021-02-25,17.760000228881836
HCA,2021-02-25,175.02999877929688
HD,2021-02-25,255.25
HES,2021-02-25,66.95999908447266
HIG,2021-02-25,51.88999938964844
HII,2021-02-25,183.22999572753906
HLT,2021-02-25,122.9800033569336
HOLX,2021-02-25,72.36000061035156
HON,2021-02-25,204.7899932861328
HPE,2021-02-25,14.489999771118164
HPQ,2021-02-25,28.190000534057617
HRL,2021-02-25,47.18000030517578
HSIC,2021-02-25,61.88999938964844
HST,2021-02-25,16.360000610351562
HSY,2021-02-25,147.57000732421875
HUM,2021-02-25,380.5899963378906
HWM,2021-02-25,28.350000381469727
IBM,2021-02-25,122.47000122070312
ICE,2021-02-25,112.0
IDXX,2021-02-25,518.280029296875
IEX,2021-02-25,197.11000061035156
IFF,2021-02-25,136.6300048828125
ILMN,2021-02-25,445.8599853515625
INCY,2021-02-25,78.44999694824219
INFO,2021-02-25,90.37000274658203
INTC,2021-02-25,60.400001525878906
INTU,2021-02-25,387.9800109863281
IP,2021-02-25,50.40999984741211
IPG,2021-02-25,26.079999923706055
IPGP,2021-02-25,219.97000122070312
IQV,2021-02-25,192.5500030517578
IR,2021-02-25,46.349998474121094
IRM,2021-02-25,34.599998474121094
ISRG,2021-02-25,741.7899780273438
IT,2021-02-25,177.86000061035156
ITW,2021-02-25,202.69000244140625
IVZ,2021-02-25,22.3799991607666
J,2021-02-25,117.69999694824219
JBHT,2021-02-25,146.47999572753906
JCI,2021-02-25,55.599998474121094
JKHY,2021-02-25,151.32000732421875
JNJ,2021-02-25,162.75999450683594
JNPR,2021-02-25,23.639999389648438
JPM,2021-02-25,151.17999267578125
K,2021-02-25,58.7400016784668
KEY,2021-02-25,20.68000030517578
KEYS,2021-02-25,139.6300048828125
KHC,2021-02-25,37.27000045776367
KIM,2021-02-25,18.6200008392334
KLAC,2021-02-25,304.7900085449219
KMB,2021-02-25,130.55999755859375
KMI,2021-02-25,15.289999961853027
KMX,2021-02-25,118.91999816894531
KO,2021-02-25,50.16999816894531
KR,2021-02-25,32.40999984741211
KSU,2021-02-25,213.50999450683594
L,2021-02-25,48.72999954223633
LB,2021-02-25,52.36000061035156
LDOS,2021-02-25,89.12999725341797
LEG,2021-02-25,42.900001525878906
LEN,2021-02-25,80.4000015258789
LH,2021-02-25,236.52999877929688
LHX,2021-02-25,187.0
LIN,2021-02-25,247.0
LKQ,2021-02-25,39.56999969482422
LLY,2021-02-25,203.82000732421875
LMT,2021-02-25,341.69000244140625
LNC,2021-02-25,57.189998626708984
LNT,2021-02-25,47.369998931884766
LOW,2021-02-25,158.52000427246094
LRCX,2021-02-25,547.6500244140625
LUMN,2021-02-25,12.149999618530273
LUV,2021-02-25,58.310001373291016
LVS,2021-02-25,62.54999923706055
LW,2021-02-25,80.3499984741211
LYB,2021-02-25,104.41000366210938
LYV,2021-02-25,87.22000122070312
MA,2021-02-25,354.57000732421875
MAA,2021-02-25,137.91000366210938
MAR,2021-02-25,150.08999633789062
MAS,2021-02-25,52.93000030517578
MCD,2021-02-25,210.9499969482422
MCHP,2021-02-25,147.72000122070312
MCK,2021-02-25,174.11000061035156
MCO,2021-02-25,277.2900085449219
MDLZ,2021-02-25,54.040000915527344
MDT,2021-02-25,117.87999725341797
MET,2021-02-25,58.2599983215332
MGM,2021-02-25,36.70000076293945
MHK,2021-02-25,172.60000610351562
MKC,2021-02-25,84.41000366210938
MKTX,2021-02-25,551.77001953125
MLM,2021-02-25,336.30999755859375
MMC,2021-02-25,118.2300033569336
MMM,2021-02-25,178.75999450683594
MNST,2021-02-25,85.3499984741211
MO,2021-02-25,44.630001068115234
MOS,2021-02-25,30.780000686645508
MPC,2021-02-25,55.06999969482422
MPWR,2021-02-25,362.5899963378906
MRK,2021-02-25,74.62000274658203
MRO,2021-02-25,11.300000190734863
MS,2021-02-25,78.43000030517578
MSCI,2021-02-25,406.29998779296875
MSFT,2021-02-25,228.99000549316406
MSI,2021-02-25,180.52000427246094
MTB,2021-02-25,156.6999969482422
MTD,2021-02-25,1109.9100341796875
MU,2021-02-25,88.12000274658203
MXIM,2021-02-25,91.69000244140625
NCLH,2021-02-25,28.760000228881836
NDAQ,2021-02-25,140.32000732421875
NEE,2021-02-25,74.05999755859375
NEM,2021-02-25,56.119998931884766
NFLX,2021-02-25,546.7000122070312
NI,2021-02-25,22.110000610351562
NKE,2021-02-25,135.5399932861328
NLOK,2021-02-25,20.229999542236328
NLSN,2021-02-25,22.700000762939453
NOC,2021-02-25,301.8900146484375
NOV,2021-02-25,15.5
NOW,2021-02-25,528.7899780273438
NRG,2021-02-25,37.56999969482422
NSC,2021-02-25,254.10000610351562
NTAP,2021-02-25,61.209999084472656
NTRS,2021-02-25,97.76000213623047
NUE,2021-02-25,61.5099983215332
NVDA,2021-02-25,532.2999877929688
NVR,2021-02-25,4491.419921875
NWL,2021-02-25,23.56999969482422
NWS,2021-02-25,22.649999618530273
NWSA,2021-02-25,23.209999084472656
O,2021-02-25,61.59000015258789
ODFL,2021-02-25,215.52999877929688
OKE,2021-02-25,45.400001525878906
OMC,2021-02-25,69.06999969482422
ORCL,2021-02-25,65.30000305175781
ORLY,2021-02-25,445.8900146484375
OTIS,2021-02-25,64.45999908447266
OXY,2021-02-25,26.75
PAYC,2021-02-25,368.30999755859375
PAYX,2021-02-25,91.41000366210938
PBCT,2021-02-25,18.459999084472656
PCAR,2021-02-25,92.72000122070312
PEAK,2021-02-25,29.780000686645508
PEG,2021-02-25,55.900001525878906
PEP,2021-02-25,130.0
PFE,2021-02-25,33.81999969482422
PFG,2021-02-25,58.369998931884766
PG,2021-02-25,126.58000183105469
PGR,2021-02-25,87.11000061035156
PH,2021-02-25,289.3900146484375
PHM,2021-02-25,43.939998626708984
PKG,2021-02-25,133.57000732421875
PKI,2021-02-25,125.97000122070312
PLD,2021-02-25,101.38999938964844
PM,2021-02-25,86.5199966430664
PNC,2021-02-25,173.25999450683594
PNR,2021-02-25,55.880001068115234
PNW,2021-02-25,73.04000091552734
POOL,2021-02-25,322.989990234375
PPG,2021-02-25,134.97000122070312
PPL,2021-02-25,26.989999771118164
PRGO,2021-02-25,40.779998779296875
PRU,2021-02-25,87.91000366210938
PSA,2021-02-25,243.36000061035156
PSX,2021-02-25,84.63999938964844
PVH,2021-02-25,99.91999816894531
PWR,2021-02-25,84.61000061035156
PXD,2021-02-25,149.0500030517578
PYPL,2021-02-25,253.94000244140625
QCOM,2021-02-25,135.52999877929688
QRVO,2021-02-25,168.9499969482422
RCL,2021-02-25,91.62999725341797
RE,2021-02-25,238.97000122070312
REG,2021-02-25,55.25
REGN,2021-02-25,453.19000244140625
RF,2021-02-25,21.31999969482422
RHI,2021-02-25,79.38999938964844
RJF,2021-02-25,120.41999816894531
RL,2021-02-25,117.58000183105469
RMD,2021-02-25,194.97999572753906
ROK,2021-02-25,244.41000366210938
ROL,2021-02-25,34.0
ROP,2021-02-25,379.1099853515625
ROST,2021-02-25,118.7699966430664
RSG,2021-02-25,90.44000244140625
RTX,2021-02-25,73.31999969482422
SBAC,2021-02-25,256.5199890136719
SBUX,2021-02-25,103.47000122070312
SCHW,2021-02-25,63.099998474121094
SEE,2021-02-25,42.209999084472656
SHW,2021-02-25,673.1699829101562
SIVB,2021-02-25,523.1300048828125
SJM,2021-02-25,115.02999877929688
SLB,2021-02-25,28.510000228881836
SLG,2021-02-25,67.45999908447266
SNA,2021-02-25,204.07000732421875
SNPS,2021-02-25,244.08999633789062
SO,2021-02-25,57.7599983215332
SPG,2021-02-25,114.81999969482422
SPGI,2021-02-25,330.54998779296875
SRE,2021-02-25,119.08000183105469
STE,2021-02-25,172.99000549316406
STT,2021-02-25,74.26000213623047
STX,2021-02-25,72.8499984741211
STZ,2021-02-25,217.92999267578125
SWK,2021-02-25,174.6199951171875
SWKS,2021-02-25,176.13999938964844
SYF,2021-02-25,39.02000045776367
SYK,2021-02-25,245.77999877929688
SYY,2021-02-25,80.4000015258789
T,2021-02-25,28.6299991607666
TAP,2021-02-25,45.83000183105469
TDG,2021-02-25,576.6500244140625
TDY,2021-02-25,378.04998779296875
TEL,2021-02-25,125.94000244140625
TER,2021-02-25,125.63999938964844
TFC,2021-02-25,58.630001068115234
TFX,2021-02-25,402.4800109863281
TGT,2021-02-25,185.0800018310547
TJX,2021-02-25,67.68000030517578
TMO,2021-02-25,451.4700012207031
TMUS,2021-02-25,120.88999938964844
TPR,2021-02-25,42.40999984741211
TRMB,2021-02-25,73.63999938964844
TROW,2021-02-25,160.86000061035156
TRV,2021-02-25,148.0
TSCO,2021-02-25,161.17999267578125
TSLA,2021-02-25,682.219970703125
TSN,2021-02-25,68.30999755859375
TT,2021-02-25,152.47999572753906
TTWO,2021-02-25,184.67999267578125
TWTR,2021-02-25,74.58999633789062
TXN,2021-02-25,170.52999877929688
TXT,2021-02-25,50.56999969482422
TYL,2021-02-25,461.30999755859375
UA,2021-02-25,18.100000381469727
UAA,2021-02-25,21.59000015258789
UAL,2021-02-25,51.779998779296875
UDR,2021-02-25,42.380001068115234
UHS,2021-02-25,134.9199981689453
ULTA,2021-02-25,327.67999267578125
UNH,2021-02-25,328.8699951171875
UNM,2021-02-25,27.149999618530273
UNP,2021-02-25,208.6699981689453
UPS,2021-02-25,157.50999450683594
URI,2021-02-25,295.1099853515625
USB,2021-02-25,51.630001068115234
V,2021-02-25,213.75
VAR,2021-02-25,175.75
VFC,2021-02-25,80.06999969482422
VIAC,2021-02-25,62.5
VLO,2021-02-25,78.1500015258789
VMC,2021-02-25,168.27999877929688
VNO,2021-02-25,42.689998626708984
VNT,2021-02-25,31.90999984741211
VRSK,2021-02-25,164.2899932861328
VRSN,2021-02-25,190.36000061035156
VRTX,2021-02-25,212.97999572753906
VTR,2021-02-25,53.9900016784668
VTRS,2021-02-25,15.050000190734863
VZ,2021-02-25,56.5
WAB,2021-02-25,72.52999877929688
WAT,2021-02-25,278.2300109863281
WBA,2021-02-25,48.27000045776367
WDC,2021-02-25,67.79000091552734
WEC,2021-02-25,81.77999877929688
WELL,2021-02-25,70.27999877929688
WFC,2021-02-25,37.560001373291016
WHR,2021-02-25,188.1199951171875
WLTW,2021-02-25,224.27000427246094
WM,2021-02-25,112.2699966430664
WMB,2021-02-25,23.450000762939453
WMT,2021-02-25,131.9499969482422
WRB,2021-02-25,69.77999877929688
WRK,2021-02-25,44.209999084472656
WST,2021-02-25,277.67999267578125
WU,2021-02-25,23.520000457763672
WY,2021-02-25,34.41999816894531
WYNN,2021-02-25,128.66000366210938
XEL,2021-02-25,59.84000015258789
XLNX,2021-02-25,125.66000366210938
XOM,2021-02-25,55.7599983215332
XRAY,2021-02-25,52.43000030517578
XRX,2021-02-25,25.350000381469727
XYL,2021-02-25,100.0
YUM,2021-02-25,104.69999694824219
ZBH,2021-02-25,164.5
ZBRA,2021-02-25,497.6199951171875
ZION,2021-02-25,54.56999969482422
ZTS,2021-02-25,156.47999572753906
